orderid,orderdate,region,salesperson,category,product,units,unitprice,revenue,customertype,month,revenue_category
ORD08700,2025-03-22,South,Meena,Clothing,Jacket,42,548.04,23017.68,Wholesale,3,Low Revenue
ORD08701,2025-05-09,East,Priya,Grocery,Rice,28,1428.43,39996.04,Retail,5,Medium Revenue
ORD08702,2024-09-21,North,Amit,Clothing,Shoes,14,1128.14,15793.96,Retail,9,Low Revenue
ORD08703,2024-07-07,North,Amit,Electronics,Phone,45,1102.97,49633.65,Wholesale,7,Medium Revenue
ORD08704,2025-09-30,East,Priya,Electronics,Monitor,26,659.47,17146.22,Retail,9,Low Revenue
ORD08705,2025-03-19,East,Arjun,Clothing,Jeans,12,1619.07,19428.84,Wholesale,3,Low Revenue
ORD08706,2025-01-25,South,Rahul,Electronics,Monitor,36,1299.67,46788.12,Retail,1,Medium Revenue
ORD08707,2025-01-15,East,Rahul,Grocery,Milk,7,787.88,5515.16,Retail,1,Low Revenue
ORD08708,2025-08-09,South,Meena,Grocery,Sugar,40,93.32,3732.8,Retail,8,Low Revenue
ORD08709,2024-04-11,East,Sneha,Electronics,Tablet,22,388.66,8550.52,Retail,4,Low Revenue
ORD08710,2024-05-17,West,Divya,Electronics,Monitor,30,1210.39,36311.7,Retail,5,Medium Revenue
ORD08711,2024-04-06,West,Rahul,Clothing,Shoes,46,161.35,7422.1,Wholesale,4,Low Revenue
ORD08712,2024-03-04,North,Amit,Grocery,Milk,30,1961.97,58859.1,Wholesale,3,High Revenue
ORD08713,2024-06-05,West,Sneha,Grocery,Rice,26,666.55,17330.3,Wholesale,6,Low Revenue
ORD08714,2024-07-11,East,Meena,Clothing,Shirt,11,1755.75,19313.25,Wholesale,7,Low Revenue
ORD08715,2025-10-12,West,Sneha,Electronics,Phone,23,1832.35,42144.05,Wholesale,10,Medium Revenue
ORD08716,2024-06-02,South,Arjun,Furniture,Table,16,1703.71,27259.36,Wholesale,6,Low Revenue
ORD08717,2024-06-13,East,Priya,Electronics,Monitor,46,1119.41,51492.86,Retail,6,High Revenue
ORD08718,2025-02-14,North,Amit,Furniture,Table,5,1373.3,6866.5,Retail,2,Low Revenue
ORD08719,2024-09-11,South,Divya,Furniture,Desk,44,607.32,26722.08,Retail,9,Low Revenue
ORD08720,2025-11-24,South,Divya,Electronics,Phone,22,246.52,5423.44,Retail,11,Low Revenue
ORD08721,2024-04-05,North,Arjun,Clothing,Shirt,35,271.18,9491.3,Retail,4,Low Revenue
ORD08722,2025-03-31,North,Karthik,Furniture,Chair,20,316.74,6334.8,Wholesale,3,Low Revenue
ORD08723,2024-04-16,South,Amit,Grocery,Milk,42,1739.32,73051.44,Retail,4,High Revenue
ORD08724,2024-03-08,South,Arjun,Clothing,Shirt,32,33.3,1065.6,Retail,3,Low Revenue
ORD08725,2025-05-03,West,Arjun,Clothing,Shoes,33,1188.04,39205.32,Wholesale,5,Medium Revenue
ORD08726,2025-04-14,North,Amit,Grocery,Sugar,17,1274.17,21660.89,Wholesale,4,Low Revenue
ORD08727,2024-05-19,East,Amit,Electronics,Monitor,47,1490.76,70065.72,Wholesale,5,High Revenue
ORD08728,2025-08-15,East,Amit,Furniture,Cabinet,2,859.81,1719.62,Retail,8,Low Revenue
ORD08729,2025-07-27,West,Priya,Furniture,Chair,37,826.75,30589.75,Wholesale,7,Medium Revenue
ORD08730,2025-04-20,North,Arjun,Clothing,Shirt,32,468.16,14981.12,Wholesale,4,Low Revenue
ORD08731,2024-03-15,West,Divya,Furniture,Table,47,563.89,26502.83,Retail,3,Low Revenue
ORD08732,2025-04-01,East,Divya,Furniture,Desk,41,427.27,17518.07,Wholesale,4,Low Revenue
ORD08733,2025-09-26,South,Rahul,Grocery,Milk,31,1804.31,55933.61,Wholesale,9,High Revenue
ORD08734,2024-05-26,West,Priya,Grocery,Oil,9,1507.75,13569.75,Retail,5,Low Revenue
ORD08735,2024-07-25,South,Priya,Grocery,Sugar,17,878.41,14932.97,Wholesale,7,Low Revenue
ORD08736,2024-03-30,South,Rahul,Furniture,Chair,13,252.18,3278.34,Retail,3,Low Revenue
ORD08737,2024-10-03,South,Sneha,Grocery,Sugar,29,1901.82,55152.78,Retail,10,High Revenue
ORD08738,2025-01-01,West,Karthik,Clothing,Shoes,18,1163.35,20940.3,Retail,1,Low Revenue
ORD08739,2024-02-26,South,Amit,Grocery,Rice,32,1086.8,34777.6,Wholesale,2,Medium Revenue
ORD08740,2024-09-24,East,Karthik,Clothing,Jacket,50,277.92,13896.0,Wholesale,9,Low Revenue
ORD08741,2025-04-14,South,Divya,Grocery,Oil,29,663.76,19249.04,Retail,4,Low Revenue
ORD08742,2024-01-23,South,Rahul,Electronics,Phone,4,1765.11,7060.44,Retail,1,Low Revenue
ORD08743,2024-12-13,North,Sneha,Furniture,Table,46,930.85,42819.1,Wholesale,12,Medium Revenue
ORD08744,2024-05-27,South,Sneha,Grocery,Sugar,47,816.56,38378.32,Wholesale,5,Medium Revenue
ORD08745,2025-09-19,East,Arjun,Grocery,Oil,46,1833.58,84344.68,Wholesale,9,High Revenue
ORD08746,2025-10-01,East,Arjun,Electronics,Phone,7,84.33,590.31,Retail,10,Low Revenue
ORD08747,2025-03-25,North,Rahul,Grocery,Milk,23,529.27,12173.21,Wholesale,3,Low Revenue
ORD08748,2024-02-06,East,Meena,Electronics,Laptop,38,1459.71,55468.98,Retail,2,High Revenue
ORD08749,2024-06-10,North,Meena,Electronics,Phone,16,1305.18,20882.88,Wholesale,6,Low Revenue
ORD08750,2024-11-18,West,Sneha,Grocery,Sugar,37,167.76,6207.12,Retail,11,Low Revenue
ORD08751,2024-11-29,East,Arjun,Furniture,Cabinet,20,1840.87,36817.4,Wholesale,11,Medium Revenue
ORD08752,2025-07-04,North,Karthik,Furniture,Cabinet,40,328.13,13125.2,Retail,7,Low Revenue
ORD08753,2024-01-01,South,Priya,Clothing,Shoes,49,518.18,25390.82,Wholesale,1,Low Revenue
ORD08754,2025-05-10,East,Meena,Electronics,Tablet,5,1260.76,6303.8,Wholesale,5,Low Revenue
ORD08755,2025-03-17,East,Karthik,Electronics,Tablet,40,21.92,876.8,Retail,3,Low Revenue
ORD08756,2025-12-14,North,Priya,Furniture,Chair,13,1813.22,23571.86,Wholesale,12,Low Revenue
ORD08757,2024-06-28,West,Divya,Grocery,Milk,18,818.57,14734.26,Retail,6,Low Revenue
ORD08758,2025-01-17,East,Meena,Grocery,Oil,47,1523.29,71594.63,Wholesale,1,High Revenue
ORD08759,2025-11-04,West,Amit,Furniture,Table,1,414.56,414.56,Wholesale,11,Low Revenue
ORD08760,2024-10-06,North,Sneha,Grocery,Milk,15,1322.03,19830.45,Wholesale,10,Low Revenue
ORD08761,2025-10-25,East,Rahul,Furniture,Table,24,181.34,4352.16,Retail,10,Low Revenue
ORD08762,2024-11-15,West,Divya,Furniture,Desk,28,1766.8,49470.4,Wholesale,11,Medium Revenue
ORD08763,2025-11-02,North,Sneha,Clothing,Jeans,31,1438.8,44602.8,Wholesale,11,Medium Revenue
ORD08764,2025-07-30,East,Divya,Electronics,Laptop,16,607.69,9723.04,Retail,7,Low Revenue
ORD08765,2025-07-08,North,Sneha,Clothing,Shoes,30,240.15,7204.5,Wholesale,7,Low Revenue
ORD08766,2024-06-03,East,Karthik,Grocery,Rice,4,1612.84,6451.36,Wholesale,6,Low Revenue
ORD08767,2024-11-03,North,Amit,Furniture,Table,21,360.53,7571.13,Wholesale,11,Low Revenue
ORD08768,2025-07-30,East,Rahul,Furniture,Table,32,1881.37,60203.84,Wholesale,7,High Revenue
ORD08769,2024-03-26,North,Sneha,Clothing,Jeans,23,726.96,16720.08,Wholesale,3,Low Revenue
ORD08770,2025-02-07,West,Sneha,Clothing,Jacket,39,497.72,19411.08,Wholesale,2,Low Revenue
ORD08771,2024-06-14,North,Amit,Furniture,Cabinet,3,1648.38,4945.14,Wholesale,6,Low Revenue
ORD08772,2025-09-09,West,Rahul,Grocery,Oil,9,1519.28,13673.52,Wholesale,9,Low Revenue
ORD08773,2025-10-15,South,Divya,Electronics,Laptop,44,64.01,2816.44,Retail,10,Low Revenue
ORD08774,2025-11-05,North,Priya,Furniture,Chair,9,1854.55,16690.95,Retail,11,Low Revenue
ORD08775,2025-09-20,South,Karthik,Clothing,Shoes,40,1683.1,67324.0,Wholesale,9,High Revenue
ORD08776,2025-11-18,North,Rahul,Electronics,Phone,50,1594.89,79744.5,Wholesale,11,High Revenue
ORD08777,2025-08-08,North,Priya,Grocery,Milk,7,1665.56,11658.92,Wholesale,8,Low Revenue
ORD08778,2024-04-06,East,Karthik,Grocery,Oil,37,1843.08,68193.96,Wholesale,4,High Revenue
ORD08779,2025-06-17,East,Rahul,Grocery,Sugar,47,775.89,36466.83,Retail,6,Medium Revenue
ORD08780,2024-03-09,West,Meena,Furniture,Chair,6,1067.1,6402.6,Retail,3,Low Revenue
ORD08781,2025-11-30,East,Sneha,Grocery,Milk,1,50.6,50.6,Wholesale,11,Low Revenue
ORD08782,2024-11-29,North,Karthik,Clothing,Shirt,25,235.22,5880.5,Retail,11,Low Revenue
ORD08783,2025-04-26,East,Arjun,Clothing,Jeans,18,1655.18,29793.24,Retail,4,Low Revenue
ORD08784,2025-02-03,South,Arjun,Electronics,Tablet,35,1132.18,39626.3,Wholesale,2,Medium Revenue
ORD08785,2025-03-30,South,Meena,Furniture,Table,22,1680.8,36977.6,Wholesale,3,Medium Revenue
ORD08786,2024-01-01,North,Divya,Electronics,Laptop,12,513.78,6165.36,Wholesale,1,Low Revenue
ORD08787,2025-06-21,East,Priya,Furniture,Cabinet,35,548.06,19182.1,Retail,6,Low Revenue
ORD08788,2024-03-19,North,Arjun,Clothing,Jacket,21,1324.86,27822.06,Wholesale,3,Low Revenue
ORD08789,2024-10-06,North,Rahul,Electronics,Tablet,29,900.56,26116.24,Wholesale,10,Low Revenue
ORD08790,2025-08-15,South,Karthik,Grocery,Sugar,43,891.13,38318.59,Retail,8,Medium Revenue
ORD08791,2024-12-10,South,Arjun,Electronics,Tablet,29,220.18,6385.22,Retail,12,Low Revenue
ORD08792,2025-09-12,East,Sneha,Electronics,Phone,4,190.96,763.84,Wholesale,9,Low Revenue
ORD08793,2025-08-19,North,Amit,Furniture,Chair,31,521.36,16162.16,Wholesale,8,Low Revenue
ORD08794,2024-06-02,East,Meena,Clothing,Shoes,46,622.05,28614.3,Retail,6,Low Revenue
ORD08795,2024-11-12,West,Priya,Electronics,Monitor,13,812.65,10564.45,Wholesale,11,Low Revenue
ORD08796,2024-07-19,East,Sneha,Clothing,Jeans,50,655.87,32793.5,Wholesale,7,Medium Revenue
ORD08797,2024-11-04,North,Amit,Clothing,Shoes,40,225.81,9032.4,Retail,11,Low Revenue
ORD08798,2024-05-27,East,Amit,Electronics,Monitor,48,895.23,42971.04,Retail,5,Medium Revenue
ORD08799,2024-02-23,North,Priya,Clothing,Shoes,1,1948.24,1948.24,Wholesale,2,Low Revenue
ORD08800,2024-07-07,West,Meena,Clothing,Jacket,34,283.99,9655.66,Retail,7,Low Revenue
ORD08801,2025-04-30,West,Karthik,Clothing,Shirt,29,1897.51,55027.79,Retail,4,High Revenue
ORD08802,2024-06-26,South,Karthik,Electronics,Phone,31,1653.86,51269.66,Wholesale,6,High Revenue
ORD08803,2024-04-13,East,Rahul,Furniture,Table,39,768.94,29988.66,Wholesale,4,Low Revenue
ORD08804,2024-02-20,West,Amit,Electronics,Tablet,5,1675.39,8376.95,Wholesale,2,Low Revenue
ORD08805,2025-11-06,East,Priya,Furniture,Chair,39,1420.84,55412.76,Wholesale,11,High Revenue
ORD08806,2025-11-19,West,Amit,Electronics,Laptop,50,1951.51,97575.5,Wholesale,11,High Revenue
ORD08807,2024-06-25,North,Meena,Electronics,Phone,14,765.11,10711.54,Wholesale,6,Low Revenue
ORD08808,2025-07-28,North,Priya,Electronics,Monitor,39,518.14,20207.46,Wholesale,7,Low Revenue
ORD08809,2025-01-11,North,Arjun,Grocery,Rice,30,1646.4,49392.0,Retail,1,Medium Revenue
ORD08810,2024-11-13,South,Amit,Furniture,Table,45,936.17,42127.65,Retail,11,Medium Revenue
ORD08811,2024-08-15,West,Priya,Electronics,Tablet,32,271.58,8690.56,Retail,8,Low Revenue
ORD08812,2024-06-13,West,Rahul,Clothing,Shirt,28,945.36,26470.08,Retail,6,Low Revenue
ORD08813,2024-06-11,East,Sneha,Electronics,Laptop,4,290.38,1161.52,Wholesale,6,Low Revenue
ORD08814,2024-06-26,South,Priya,Clothing,Jacket,28,1651.03,46228.84,Wholesale,6,Medium Revenue
ORD08815,2025-10-08,West,Meena,Furniture,Chair,49,1592.05,78010.45,Retail,10,High Revenue
ORD08816,2025-06-28,South,Karthik,Electronics,Laptop,31,605.71,18777.01,Wholesale,6,Low Revenue
ORD08817,2024-08-09,North,Divya,Clothing,Shirt,44,1615.21,71069.24,Wholesale,8,High Revenue
ORD08818,2024-11-25,South,Priya,Electronics,Phone,43,1481.56,63707.08,Retail,11,High Revenue
ORD08819,2024-12-01,East,Divya,Clothing,Shoes,43,546.21,23487.03,Wholesale,12,Low Revenue
ORD08820,2025-09-25,East,Rahul,Clothing,Jacket,21,949.72,19944.12,Wholesale,9,Low Revenue
ORD08821,2025-01-21,East,Rahul,Furniture,Chair,25,1599.01,39975.25,Retail,1,Medium Revenue
ORD08822,2025-11-09,South,Meena,Electronics,Laptop,8,597.79,4782.32,Wholesale,11,Low Revenue
ORD08823,2025-08-31,West,Amit,Furniture,Desk,32,1702.77,54488.64,Wholesale,8,High Revenue
ORD08824,2024-09-17,North,Arjun,Electronics,Tablet,33,1549.39,51129.87,Wholesale,9,High Revenue
ORD08825,2024-06-15,North,Karthik,Grocery,Sugar,44,1293.05,56894.2,Retail,6,High Revenue
ORD08826,2025-08-07,North,Meena,Furniture,Chair,24,1285.53,30852.72,Retail,8,Medium Revenue
ORD08827,2024-07-08,South,Divya,Clothing,Shirt,18,1517.66,27317.88,Retail,7,Low Revenue
ORD08828,2024-08-27,East,Sneha,Clothing,Jeans,47,207.73,9763.31,Wholesale,8,Low Revenue
ORD08829,2024-09-21,North,Rahul,Electronics,Tablet,47,1707.45,80250.15,Wholesale,9,High Revenue
ORD08830,2024-11-20,North,Arjun,Furniture,Table,19,1885.54,35825.26,Retail,11,Medium Revenue
ORD08831,2024-12-16,North,Priya,Furniture,Table,38,580.96,22076.48,Retail,12,Low Revenue
ORD08832,2025-07-04,West,Rahul,Grocery,Rice,49,1116.4,54703.6,Wholesale,7,High Revenue
ORD08833,2024-06-05,South,Arjun,Clothing,Shirt,1,1434.48,1434.48,Wholesale,6,Low Revenue
ORD08834,2024-12-14,North,Sneha,Furniture,Table,19,1881.02,35739.38,Wholesale,12,Medium Revenue
ORD08835,2024-05-20,East,Sneha,Grocery,Rice,27,1099.37,29682.99,Retail,5,Low Revenue
ORD08836,2025-05-21,West,Arjun,Furniture,Table,49,1765.61,86514.89,Retail,5,High Revenue
ORD08837,2025-09-06,West,Priya,Electronics,Monitor,32,240.69,7702.08,Retail,9,Low Revenue
ORD08838,2025-07-13,East,Amit,Furniture,Chair,48,1868.67,89696.16,Retail,7,High Revenue
ORD08839,2025-08-22,South,Arjun,Grocery,Milk,9,988.2,8893.8,Wholesale,8,Low Revenue
ORD08840,2025-02-18,West,Priya,Grocery,Milk,28,542.62,15193.36,Wholesale,2,Low Revenue
ORD08841,2025-10-22,South,Meena,Clothing,Jacket,31,447.42,13870.02,Retail,10,Low Revenue
ORD08842,2025-10-10,South,Amit,Furniture,Cabinet,6,700.38,4202.28,Retail,10,Low Revenue
ORD08843,2024-09-14,South,Arjun,Grocery,Milk,29,730.83,21194.07,Retail,9,Low Revenue
ORD08844,2025-08-01,East,Karthik,Grocery,Oil,1,888.62,888.62,Wholesale,8,Low Revenue
ORD08845,2025-07-12,West,Sneha,Clothing,Jacket,47,1484.07,69751.29,Retail,7,High Revenue
ORD08846,2024-10-15,East,Amit,Furniture,Table,19,100.07,1901.33,Wholesale,10,Low Revenue
ORD08847,2024-01-05,South,Amit,Grocery,Rice,38,328.14,12469.32,Wholesale,1,Low Revenue
ORD08848,2025-12-05,North,Sneha,Clothing,Shoes,1,198.24,198.24,Retail,12,Low Revenue
ORD08849,2024-10-27,South,Rahul,Grocery,Milk,40,403.72,16148.8,Retail,10,Low Revenue
ORD08850,2025-07-15,East,Sneha,Electronics,Phone,20,589.15,11783.0,Wholesale,7,Low Revenue
ORD08851,2024-11-04,East,Sneha,Clothing,Jacket,21,834.69,17528.49,Wholesale,11,Low Revenue
ORD08852,2024-09-07,South,Arjun,Electronics,Laptop,11,1978.54,21763.94,Wholesale,9,Low Revenue
ORD08853,2025-01-10,South,Amit,Furniture,Table,42,996.7,41861.4,Retail,1,Medium Revenue
ORD08854,2024-12-29,South,Karthik,Electronics,Tablet,50,1274.67,63733.5,Wholesale,12,High Revenue
ORD08855,2024-11-05,East,Sneha,Clothing,Jeans,46,1052.61,48420.06,Wholesale,11,Medium Revenue
ORD08856,2025-10-17,East,Sneha,Electronics,Phone,13,671.08,8724.04,Wholesale,10,Low Revenue
ORD08857,2024-12-02,East,Amit,Electronics,Tablet,31,1465.6,45433.6,Retail,12,Medium Revenue
ORD08858,2025-09-15,North,Priya,Grocery,Milk,10,1945.56,19455.6,Wholesale,9,Low Revenue
ORD08859,2024-12-29,West,Rahul,Clothing,Shirt,13,1314.08,17083.04,Wholesale,12,Low Revenue
ORD08860,2024-04-05,East,Karthik,Electronics,Monitor,25,453.93,11348.25,Retail,4,Low Revenue
ORD08861,2024-12-22,East,Karthik,Furniture,Table,35,408.55,14299.25,Wholesale,12,Low Revenue
ORD08862,2024-07-07,West,Amit,Clothing,Shirt,48,1719.23,82523.04,Retail,7,High Revenue
ORD08863,2025-06-29,North,Sneha,Clothing,Jacket,38,1768.43,67200.34,Retail,6,High Revenue
ORD08864,2025-02-10,South,Karthik,Furniture,Chair,46,1265.02,58190.92,Wholesale,2,High Revenue
ORD08865,2024-11-27,East,Divya,Furniture,Cabinet,17,1348.05,22916.85,Wholesale,11,Low Revenue
ORD08866,2024-05-04,West,Arjun,Clothing,Shoes,22,1215.69,26745.18,Wholesale,5,Low Revenue
ORD08867,2024-12-10,South,Amit,Furniture,Cabinet,37,1767.56,65399.72,Retail,12,High Revenue
ORD08868,2025-06-24,West,Sneha,Furniture,Desk,22,761.35,16749.7,Wholesale,6,Low Revenue
ORD08869,2025-05-01,East,Arjun,Clothing,Jeans,44,1555.84,68456.96,Wholesale,5,High Revenue
ORD08870,2025-11-08,North,Divya,Furniture,Chair,27,1030.48,27822.96,Retail,11,Low Revenue
ORD08871,2025-03-29,East,Arjun,Furniture,Desk,2,633.53,1267.06,Wholesale,3,Low Revenue
ORD08872,2024-08-23,South,Karthik,Electronics,Tablet,7,1550.38,10852.66,Retail,8,Low Revenue
ORD08873,2025-07-19,North,Rahul,Grocery,Oil,33,1817.48,59976.84,Retail,7,High Revenue
ORD08874,2024-08-23,West,Karthik,Clothing,Shirt,46,259.27,11926.42,Retail,8,Low Revenue
ORD08875,2025-01-09,East,Meena,Clothing,Shoes,3,1992.04,5976.12,Retail,1,Low Revenue
ORD08876,2025-04-18,North,Meena,Furniture,Cabinet,11,977.08,10747.88,Retail,4,Low Revenue
ORD08877,2025-10-16,North,Priya,Electronics,Tablet,3,443.02,1329.06,Wholesale,10,Low Revenue
ORD08878,2024-01-13,South,Rahul,Electronics,Phone,5,443.77,2218.85,Retail,1,Low Revenue
ORD08879,2024-10-06,North,Rahul,Furniture,Table,1,1707.12,1707.12,Wholesale,10,Low Revenue
ORD08880,2024-08-10,East,Meena,Electronics,Phone,3,422.53,1267.59,Wholesale,8,Low Revenue
ORD08881,2024-11-25,South,Karthik,Furniture,Chair,33,387.59,12790.47,Wholesale,11,Low Revenue
ORD08882,2025-01-07,West,Divya,Clothing,Jeans,29,1524.31,44204.99,Wholesale,1,Medium Revenue
ORD08883,2024-04-05,East,Meena,Electronics,Laptop,16,568.02,9088.32,Retail,4,Low Revenue
ORD08884,2024-10-29,East,Amit,Furniture,Desk,9,598.5,5386.5,Retail,10,Low Revenue
ORD08885,2025-08-20,North,Divya,Electronics,Laptop,6,1266.93,7601.58,Retail,8,Low Revenue
ORD08886,2024-12-18,North,Amit,Clothing,Shirt,8,997.45,7979.6,Retail,12,Low Revenue
ORD08887,2025-06-12,East,Arjun,Grocery,Rice,34,1986.73,67548.82,Wholesale,6,High Revenue
ORD08888,2025-03-05,West,Priya,Furniture,Table,33,451.26,14891.58,Wholesale,3,Low Revenue
ORD08889,2025-04-09,South,Sneha,Clothing,Shirt,31,213.24,6610.44,Retail,4,Low Revenue
ORD08890,2024-04-06,North,Rahul,Electronics,Tablet,35,301.83,10564.05,Retail,4,Low Revenue
ORD08891,2025-03-19,South,Rahul,Furniture,Desk,23,504.04,11592.92,Wholesale,3,Low Revenue
ORD08892,2025-10-25,East,Rahul,Electronics,Monitor,3,945.68,2837.04,Wholesale,10,Low Revenue
ORD08893,2024-01-16,South,Arjun,Electronics,Phone,2,423.58,847.16,Wholesale,1,Low Revenue
ORD08894,2024-11-16,West,Amit,Electronics,Monitor,4,1443.07,5772.28,Retail,11,Low Revenue
ORD08895,2025-11-22,South,Priya,Clothing,Shirt,37,926.78,34290.86,Wholesale,11,Medium Revenue
ORD08896,2024-11-26,West,Rahul,Electronics,Laptop,38,1809.1,68745.8,Wholesale,11,High Revenue
ORD08897,2025-10-29,South,Arjun,Grocery,Rice,31,1693.72,52505.32,Retail,10,High Revenue
ORD08898,2024-05-20,West,Rahul,Furniture,Table,23,1692.38,38924.74,Retail,5,Medium Revenue
ORD08899,2025-07-04,South,Karthik,Grocery,Oil,13,908.22,11806.86,Wholesale,7,Low Revenue
ORD08900,2024-06-16,East,Divya,Furniture,Table,37,973.7,36026.9,Retail,6,Medium Revenue
ORD08901,2024-03-31,West,Karthik,Furniture,Table,38,907.36,34479.68,Retail,3,Medium Revenue
ORD08902,2025-06-04,North,Meena,Grocery,Oil,38,148.72,5651.36,Retail,6,Low Revenue
ORD08903,2024-01-21,North,Sneha,Grocery,Rice,20,54.25,1085.0,Wholesale,1,Low Revenue
ORD08904,2024-06-08,South,Amit,Grocery,Sugar,42,1037.74,43585.08,Wholesale,6,Medium Revenue
ORD08905,2025-04-15,East,Priya,Grocery,Sugar,43,241.48,10383.64,Retail,4,Low Revenue
ORD08906,2024-08-05,South,Karthik,Electronics,Monitor,39,1540.26,60070.14,Retail,8,High Revenue
ORD08907,2025-10-04,South,Rahul,Furniture,Chair,1,659.91,659.91,Retail,10,Low Revenue
ORD08908,2024-04-09,North,Amit,Electronics,Tablet,18,718.39,12931.02,Retail,4,Low Revenue
ORD08909,2024-04-07,North,Priya,Grocery,Sugar,45,189.99,8549.55,Retail,4,Low Revenue
ORD08910,2025-04-28,West,Amit,Electronics,Laptop,9,658.3,5924.7,Wholesale,4,Low Revenue
ORD08911,2024-12-11,North,Arjun,Electronics,Laptop,15,1340.42,20106.3,Retail,12,Low Revenue
ORD08912,2025-03-16,South,Rahul,Grocery,Rice,39,1514.33,59058.87,Retail,3,High Revenue
ORD08913,2024-02-13,West,Amit,Furniture,Cabinet,4,465.42,1861.68,Wholesale,2,Low Revenue
ORD08914,2025-12-28,West,Meena,Electronics,Monitor,20,1165.7,23314.0,Retail,12,Low Revenue
ORD08915,2025-11-08,East,Arjun,Furniture,Table,29,1133.91,32883.39,Retail,11,Medium Revenue
ORD08916,2024-12-15,South,Sneha,Furniture,Table,45,1530.43,68869.35,Retail,12,High Revenue
ORD08917,2025-01-29,North,Rahul,Furniture,Desk,40,1303.37,52134.8,Retail,1,High Revenue
ORD08918,2025-05-11,North,Priya,Furniture,Chair,22,1130.25,24865.5,Retail,5,Low Revenue
ORD08919,2024-05-08,West,Karthik,Furniture,Table,24,1687.97,40511.28,Wholesale,5,Medium Revenue
ORD08920,2024-02-20,South,Divya,Clothing,Jeans,13,1652.63,21484.19,Wholesale,2,Low Revenue
ORD08921,2024-12-31,West,Arjun,Furniture,Desk,2,1312.5,2625.0,Retail,12,Low Revenue
ORD08922,2025-09-20,South,Sneha,Electronics,Monitor,25,715.96,17899.0,Retail,9,Low Revenue
ORD08923,2025-08-29,East,Meena,Clothing,Jacket,38,1715.4,65185.2,Retail,8,High Revenue
ORD08924,2025-12-03,West,Amit,Furniture,Desk,40,1269.55,50782.0,Retail,12,High Revenue
ORD08925,2025-05-01,North,Priya,Electronics,Laptop,33,1438.79,47480.07,Wholesale,5,Medium Revenue
ORD08926,2024-10-19,North,Divya,Grocery,Oil,48,124.78,5989.44,Retail,10,Low Revenue
ORD08927,2025-04-13,South,Arjun,Grocery,Oil,30,666.46,19993.8,Wholesale,4,Low Revenue
ORD08928,2024-08-29,West,Meena,Grocery,Rice,16,1350.13,21602.08,Wholesale,8,Low Revenue
ORD08929,2025-01-05,East,Rahul,Furniture,Chair,25,362.82,9070.5,Wholesale,1,Low Revenue
ORD08930,2025-08-24,East,Sneha,Furniture,Table,9,1220.46,10984.14,Retail,8,Low Revenue
ORD08931,2025-05-17,North,Arjun,Electronics,Tablet,32,532.93,17053.76,Retail,5,Low Revenue
ORD08932,2025-01-16,West,Meena,Electronics,Monitor,8,1808.64,14469.12,Wholesale,1,Low Revenue
ORD08933,2025-10-20,West,Amit,Grocery,Milk,21,379.58,7971.18,Retail,10,Low Revenue
ORD08934,2024-09-09,North,Rahul,Clothing,Jacket,15,245.02,3675.3,Wholesale,9,Low Revenue
ORD08935,2024-01-13,West,Divya,Electronics,Tablet,10,1216.48,12164.8,Wholesale,1,Low Revenue
ORD08936,2025-05-07,South,Karthik,Grocery,Sugar,17,1983.33,33716.61,Wholesale,5,Medium Revenue
ORD08937,2024-06-18,North,Sneha,Clothing,Shirt,24,1833.8,44011.2,Wholesale,6,Medium Revenue
ORD08938,2024-10-01,North,Rahul,Electronics,Monitor,3,1208.96,3626.88,Retail,10,Low Revenue
ORD08939,2024-03-11,South,Amit,Clothing,Jacket,34,911.14,30978.76,Wholesale,3,Medium Revenue
ORD08940,2025-09-30,North,Priya,Electronics,Monitor,12,1073.37,12880.44,Wholesale,9,Low Revenue
ORD08941,2025-08-04,North,Arjun,Clothing,Shoes,25,1794.13,44853.25,Retail,8,Medium Revenue
ORD08942,2024-09-02,South,Karthik,Electronics,Phone,6,958.73,5752.38,Retail,9,Low Revenue
ORD08943,2025-11-22,South,Meena,Clothing,Shoes,1,51.89,51.89,Wholesale,11,Low Revenue
ORD08944,2024-07-06,East,Arjun,Electronics,Monitor,45,1298.89,58450.05,Wholesale,7,High Revenue
ORD08945,2024-05-29,North,Sneha,Grocery,Rice,25,1635.96,40899.0,Wholesale,5,Medium Revenue
ORD08946,2024-05-25,South,Rahul,Clothing,Jeans,7,1892.0,13244.0,Wholesale,5,Low Revenue
ORD08947,2025-02-02,North,Karthik,Clothing,Jacket,3,1000.65,3001.95,Wholesale,2,Low Revenue
ORD08948,2024-04-19,North,Amit,Furniture,Cabinet,16,562.62,9001.92,Wholesale,4,Low Revenue
ORD08949,2024-12-10,East,Amit,Clothing,Jeans,48,1358.8,65222.4,Wholesale,12,High Revenue
ORD08950,2025-12-08,North,Divya,Grocery,Oil,49,634.26,31078.74,Wholesale,12,Medium Revenue
ORD08951,2025-12-25,West,Karthik,Grocery,Rice,10,250.04,2500.4,Wholesale,12,Low Revenue
ORD08952,2025-12-27,West,Arjun,Furniture,Chair,47,962.31,45228.57,Retail,12,Medium Revenue
ORD08953,2024-05-31,West,Priya,Grocery,Rice,43,1375.74,59156.82,Wholesale,5,High Revenue
ORD08954,2025-06-19,East,Priya,Clothing,Jeans,48,94.58,4539.84,Retail,6,Low Revenue
